timesteps,ep_rew_mean,ep_len_mean
348160,203.9308624267578,236.5399932861328
352256,202.3243408203125,230.47999572753906
356352,215.1948699951172,234.47000122070312
360448,219.9604034423828,239.6300048828125
364544,227.8284149169922,261.32000732421875
368640,236.4573974609375,270.0400085449219
372736,238.3561248779297,288.4200134277344
376832,223.2259979248047,279.1300048828125
380928,241.02442932128906,298.9700012207031
385024,249.240966796875,327.07000732421875
389120,258.0406799316406,348.7799987792969
393216,273.4009704589844,370.8599853515625
397312,284.33221435546875,378.69000244140625
401408,304.74053955078125,385.2699890136719
405504,309.3876647949219,383.42999267578125
409600,319.7527770996094,405.5899963378906
413696,319.4754943847656,393.5899963378906
417792,338.0250244140625,411.3500061035156
421888,333.6030578613281,405.2799987792969
425984,348.1666564941406,408.95001220703125
430080,367.44482421875,424.45001220703125
434176,369.19073486328125,418.80999755859375
438272,394.2396240234375,439.20001220703125
442368,412.5993347167969,466.20001220703125
446464,428.15936279296875,479.1099853515625
450560,429.175537109375,484.8800048828125
454656,443.4665222167969,489.0899963378906
458752,463.4313049316406,504.7799987792969
462848,464.7997131347656,501.3900146484375
466944,465.99139404296875,493.239990234375
471040,493.2937316894531,504.6700134277344
475136,509.695556640625,512.3400268554688
479232,509.49462890625,521.27001953125
483328,507.6640625,523.9199829101562
487424,527.04931640625,542.8900146484375
491520,541.8015747070312,552.25
495616,544.2631225585938,542.780029296875
499712,547.5033569335938,537.260009765625
503808,569.3601684570312,556.0999755859375
507904,575.7606201171875,546.1799926757812
512000,604.4393310546875,566.3699951171875
516096,610.0734252929688,576.739990234375
520192,620.9026489257812,591.6099853515625
524288,637.9592895507812,602.3599853515625
528384,649.9921875,608.5700073242188
532480,675.7412719726562,632.0700073242188
536576,671.5386352539062,631.7100219726562
540672,697.1491088867188,635.5399780273438
544768,700.7079467773438,635.3900146484375
548864,727.6649169921875,644.4299926757812
552960,737.8865356445312,642.4099731445312
557056,738.4227905273438,650.1799926757812
561152,733.4576416015625,649.9000244140625
565248,753.162109375,662.4000244140625
569344,749.4465942382812,659.8800048828125
573440,782.6800537109375,683.719970703125
577536,822.7532348632812,708.3900146484375
581632,839.2094116210938,714.2999877929688
585728,849.080810546875,720.0599975585938
589824,864.20849609375,730.8400268554688
593920,874.9193115234375,728.25
598016,889.8399658203125,736.8699951171875
602112,886.4595336914062,759.9099731445312
606208,887.1218872070312,753.4199829101562
610304,903.3392944335938,754.510009765625
614400,923.2984008789062,768.3099975585938
618496,915.1786499023438,762.5
622592,916.9114990234375,768.3599853515625
626688,944.46533203125,775.8699951171875
630784,952.5982055664062,778.0900268554688
634880,976.5390014648438,788.3699951171875
638976,984.1322021484375,790.219970703125
643072,976.708740234375,792.9199829101562
647168,981.7767944335938,797.2100219726562
651264,974.248779296875,792.1900024414062
655360,938.3948364257812,769.5800170898438
659456,923.5272216796875,764.2899780273438
663552,924.8336791992188,765.1500244140625
667648,935.0319213867188,767.8599853515625
671744,905.1260375976562,755.8200073242188
675840,902.9371948242188,751.8200073242188
679936,918.7990112304688,755.5
684032,911.1906127929688,752.1900024414062
688128,893.2632446289062,755.0
692224,896.3555297851562,755.0
696320,941.8460693359375,790.9400024414062
700416,958.3930053710938,802.3400268554688
704512,982.5595703125,811.8499755859375
708608,984.1050415039062,811.72998046875
712704,991.524169921875,823.1400146484375
716800,974.61572265625,824.6400146484375
720896,964.0159301757812,827.7999877929688
724992,977.6116943359375,835.2000122070312
729088,982.5348510742188,832.5700073242188
733184,990.4909057617188,836.030029296875
737280,1024.7449951171875,857.7000122070312
741376,1025.3265380859375,868.0
745472,1069.31103515625,880.9000244140625
749568,1089.4127197265625,894.239990234375
753664,1079.0506591796875,895.4299926757812
757760,1092.2093505859375,896.97998046875
761856,1140.8338623046875,914.1799926757812
765952,1137.71044921875,906.1900024414062
770048,1160.9906005859375,906.1900024414062
774144,1187.833740234375,922.8099975585938
778240,1201.0787353515625,927.6599731445312
782336,1220.121337890625,923.239990234375
786432,1219.1590576171875,918.1900024414062
790528,1207.507080078125,910.2899780273438
794624,1181.414794921875,903.0800170898438
798720,1182.658203125,901.9000244140625
802816,1183.3873291015625,897.280029296875
806912,1213.597412109375,905.260009765625
811008,1245.7821044921875,908.780029296875
815104,1245.086181640625,904.2000122070312
819200,1249.3223876953125,909.9600219726562
823296,1276.0548095703125,918.8300170898438
827392,1264.6842041015625,918.8300170898438
831488,1274.0150146484375,917.219970703125
835584,1269.342041015625,912.3699951171875
839680,1276.0599365234375,918.5800170898438
843776,1289.0640869140625,918.1900024414062
847872,1299.418701171875,925.4400024414062
851968,1309.357177734375,930.9099731445312
856064,1302.060302734375,926.6199951171875
860160,1297.71044921875,923.47998046875
864256,1291.085205078125,923.47998046875
868352,1285.638671875,929.5599975585938
872448,1277.0242919921875,919.8499755859375
876544,1253.7520751953125,924.7100219726562
880640,1250.7674560546875,924.7100219726562
884736,1274.123046875,940.1099853515625
888832,1283.119140625,940.1099853515625
892928,1300.4273681640625,948.6199951171875
897024,1290.817626953125,947.5499877929688
901120,1257.4300537109375,940.489990234375
905216,1261.8441162109375,940.489990234375
909312,1269.1656494140625,945.0700073242188
913408,1265.1790771484375,942.2000122070312
917504,1263.8865966796875,939.9000244140625
921600,1268.5382080078125,939.9000244140625
925696,1272.4205322265625,937.010009765625
929792,1275.016357421875,937.010009765625
933888,1270.7203369140625,942.4400024414062
937984,1275.4857177734375,942.8300170898438
942080,1260.3857421875,942.8300170898438
946176,1252.55517578125,942.8300170898438
950272,1254.6636962890625,948.8800048828125
954368,1256.21630859375,951.5999755859375
958464,1277.935302734375,957.5599975585938
962560,1296.44189453125,957.5599975585938
966656,1286.00146484375,950.489990234375
970752,1310.3433837890625,962.0800170898438
974848,1314.8060302734375,957.0499877929688
978944,1307.4266357421875,950.1699829101562
983040,1298.5860595703125,950.1699829101562
